Infinitive,Group,
parler,1
manger,1
regarder,1
aimer,1
chanter,1
écouter,1
jouer,1
travailler,1
étudier,1
porter,1
habiter,1
adorer,1
ajouter,1
apporter,1
préparer,1
danser,1
traverser,1
voler,1
cacher,1
chercher,1
donner,1
regretter,1
oublier,1
finir,2
choisir,2
réfléchir,2
grandir,2
réussir,2
grossir,2
maigrir,2
rougir,2
punir,2
choisir,2
applaudir,2
accomplir,2
blanchir,2
bâtir,2
obéir,2
réussir,2
remplir,2
finir,2
choisir,2
penser,1
garder,1
visiter,1
acheter,1
gagner,1
